Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
us,b000fmk3,7,"Sunday, March 17, 2013 23:41:24 UTC",32.5156,-96.8933,2.6,4.90,12,"northern Texas"
ci,15308305,2,"Sunday, March 17, 2013 23:30:31 UTC",35.0513,-117.6757,1.4,0.00,12,"Southern California"
ci,15308297,5,"Sunday, March 17, 2013 23:25:58 UTC",36.0423,-117.7985,1.1,0.60,19,"Central California"
nc,71956465,2,"Sunday, March 17, 2013 23:02:29 UTC",40.5297,-122.2523,1.9,30.00,21,"Northern California"
nc,71956460,2,"Sunday, March 17, 2013 23:01:30 UTC",40.5337,-122.2548,2.1,30.20,24,"Northern California"
nc,71956455,4,"Sunday, March 17, 2013 22:57:10 UTC",35.3068,-120.8323,1.2,5.10,29,"Central California"
us,b000fmiy,8,"Sunday, March 17, 2013 22:56:30 UTC",-24.8721,-70.6676,5.0,24.00,61,"offshore Antofagasta, Chile"
ak,10675905,2,"Sunday, March 17, 2013 22:50:06 UTC",63.0018,-149.8005,2.2,83.60,42,"Central Alaska"
ld,60024903,1,"Sunday, March 17, 2013 22:49:27 UTC",41.6575,-80.8947,2.1,5.00,15,"Ohio"
uw,60511251,3,"Sunday, March 17, 2013 22:45:58 UTC",48.2085,-122.1780,1.6,16.10,30,"Puget Sound region, Washington"
ak,10675897,2,"Sunday, March 17, 2013 22:19:26 UTC",53.5928,-165.6092,1.7,4.60,10,"Fox Islands, Aleutian Islands, Alaska"
nc,71956440,2,"Sunday, March 17, 2013 22:19:11 UTC",38.8220,-122.7620,1.0,2.60,42,"Northern California"
ak,10675891,2,"Sunday, March 17, 2013 22:06:57 UTC",61.2754,-146.8727,1.5,0.00,11,"Southern Alaska"
us,b000fmhh,5,"Sunday, March 17, 2013 21:53:40 UTC",36.4774,140.4687,4.6,63.50,34,"near the east coast of Honshu, Japan"
ci,15308249,2,"Sunday, March 17, 2013 21:41:45 UTC",34.3880,-119.7125,2.0,11.30,18,"Santa Barbara Channel, California"
uu,60016087,2,"Sunday, March 17, 2013 21:41:36 UTC",40.7710,-111.9690,1.0,4.40,17,"Wasatch Front Urban Corridor, Utah"
ci,15308241,1,"Sunday, March 17, 2013 21:41:15 UTC",33.5413,-116.4032,1.4,12.40,63,"Southern California"
ld,60024803,1,"Sunday, March 17, 2013 21:34:40 UTC",43.8340,-74.1003,1.6,12.80,10,"New York"
ak,10675878,2,"Sunday, March 17, 2013 21:28:36 UTC",63.2374,-150.7160,1.6,130.20,22,"Central Alaska"
ak,10675877,3,"Sunday, March 17, 2013 21:25:18 UTC",63.5426,-149.2024,1.0,101.50,12,"Central Alaska"
uw,60511236,3,"Sunday, March 17, 2013 21:10:52 UTC",49.4287,-120.5055,2.2,0.00, 9,"British Columbia, Canada"
ci,15308209,1,"Sunday, March 17, 2013 21:07:20 UTC",33.4612,-116.4473,1.0,8.80,47,"Southern California"
ci,15308201,1,"Sunday, March 17, 2013 20:54:28 UTC",33.5370,-116.4008,1.5,13.60,77,"Southern California"
ak,10675862,3,"Sunday, March 17, 2013 20:51:27 UTC",59.7488,-153.2867,2.3,115.70,23,"Southern Alaska"
nc,71956410,3,"Sunday, March 17, 2013 20:42:48 UTC",39.6890,-123.5728,1.7,6.50,17,"Northern California"
ak,10675849,2,"Sunday, March 17, 2013 20:16:43 UTC",60.5825,-150.3888,1.3,41.00,17,"Kenai Peninsula, Alaska"
nc,71956405,3,"Sunday, March 17, 2013 20:06:55 UTC",39.6317,-120.0023,1.2,6.40,14,"Northern California"
ak,10678251,2,"Sunday, March 17, 2013 19:52:40 UTC",63.2554,-150.6857,1.1,126.50,16,"Central Alaska"
ak,10675844,2,"Sunday, March 17, 2013 19:48:43 UTC",59.7333,-151.7436,2.3,48.10,33,"Kenai Peninsula, Alaska"
ci,15308145,1,"Sunday, March 17, 2013 19:33:04 UTC",34.0445,-117.2463,1.1,14.40,48,"Greater Los Angeles area, California"
nc,71956395,2,"Sunday, March 17, 2013 19:15:40 UTC",39.6260,-120.0052,1.2,5.70,13,"Northern California"
ak,10675839,3,"Sunday, March 17, 2013 19:14:59 UTC",59.9898,-152.8927,2.2,106.00,30,"Southern Alaska"
ak,10675833,2,"Sunday, March 17, 2013 18:53:54 UTC",64.7122,-147.6694,1.1,14.00,20,"Central Alaska"
ak,10675828,3,"Sunday, March 17, 2013 18:43:37 UTC",64.6327,-160.1867,2.4,64.40,14,"Central Alaska"
ak,10675825,2,"Sunday, March 17, 2013 18:40:46 UTC",63.1233,-150.8571,1.4,115.60,19,"Central Alaska"
nc,71957215,4,"Sunday, March 17, 2013 18:26:59 UTC",40.5320,-121.5960,1.0,7.80,10,"Lassen Peak area, California"
nn,00406165,1,"Sunday, March 17, 2013 18:25:45 UTC",39.6249,-120.0272,1.1,6.00, 4,"Northern California"
ak,10678245,2,"Sunday, March 17, 2013 18:17:49 UTC",59.8498,-152.0701,1.3,64.60, 8,"Southern Alaska"
ak,10678244,2,"Sunday, March 17, 2013 18:12:52 UTC",60.3803,-152.4648,1.7,83.70, 9,"Southern Alaska"
nn,00406161,1,"Sunday, March 17, 2013 18:09:39 UTC",39.6255,-120.0088,1.4,6.00, 8,"Northern California"
us,b000fmcc,6,"Sunday, March 17, 2013 17:35:53 UTC",-9.0514,-80.4195,4.9,35.30,43,"off the coast of northern Peru"
nn,00406160,1,"Sunday, March 17, 2013 17:35:14 UTC",39.6259,-120.0071,1.3,6.00, 6,"Northern California"
uu,60016042,4,"Sunday, March 17, 2013 17:34:32 UTC",40.7675,-111.9728,1.8,1.80,30,"Wasatch Front Urban Corridor, Utah"
nc,71956360,3,"Sunday, March 17, 2013 17:33:43 UTC",37.4673,-121.8313,1.0,6.40,21,"San Francisco Bay area, California"
nc,71956355,3,"Sunday, March 17, 2013 17:13:28 UTC",38.8008,-122.8108,1.2,3.70,49,"Northern California"
ci,15308017,1,"Sunday, March 17, 2013 17:13:22 UTC",33.4933,-116.4470,1.2,9.50,61,"Southern California"
nc,71956350,3,"Sunday, March 17, 2013 17:09:15 UTC",38.7987,-122.8125,1.8,3.90,48,"Northern California"
nn,00406146,1,"Sunday, March 17, 2013 16:49:31 UTC",37.6572,-117.0923,1.8,5.30,13,"Nevada"
nc,71070344,2,"Sunday, March 17, 2013 16:38:48 UTC",39.6248,-120.0123,1.6,4.60,15,"Northern California"
nc,71956340,3,"Sunday, March 17, 2013 16:38:44 UTC",39.6257,-120.0130,1.2,5.00,15,"Northern California"
nc,71956335,2,"Sunday, March 17, 2013 16:38:17 UTC",39.6263,-120.0122,1.4,4.80,17,"Northern California"
nc,71956330,2,"Sunday, March 17, 2013 16:34:40 UTC",39.6245,-120.0115,1.6,5.00,18,"Northern California"
pr,13076001,0,"Sunday, March 17, 2013 16:24:47 UTC",19.4615,-65.4541,3.1,42.00,14,"Puerto Rico region"
uw,60511191,2,"Sunday, March 17, 2013 16:20:07 UTC",47.4378,-121.8242,1.2,26.00,19,"Washington"
ak,10678242,2,"Sunday, March 17, 2013 15:56:01 UTC",62.5145,-151.7599,1.4,83.80,11,"Central Alaska"
us,2013mwam,4,"Sunday, March 17, 2013 15:42:35 UTC",2.4794,128.6353,4.5,232.00,40,"Halmahera, Indonesia"
ak,10675789,2,"Sunday, March 17, 2013 15:31:03 UTC",61.2558,-151.7488,1.6,87.70,13,"Southern Alaska"
ak,10675784,2,"Sunday, March 17, 2013 15:23:07 UTC",61.2718,-146.8251,1.2,0.00,11,"Southern Alaska"
us,2013mwal,7,"Sunday, March 17, 2013 15:21:54 UTC",34.0983,135.4945,4.2,73.80,10,"near the south coast of western Honshu, Japan"
nc,71956295,2,"Sunday, March 17, 2013 15:20:41 UTC",39.6210,-120.0102,1.0,5.10,10,"Northern California"
ak,10675771,2,"Sunday, March 17, 2013 15:08:14 UTC",59.7211,-152.5285,2.2,68.20,35,"Southern Alaska"
nc,71956285,3,"Sunday, March 17, 2013 15:02:24 UTC",38.8060,-122.8008,1.2,3.30,45,"Northern California"
nc,71956275,3,"Sunday, March 17, 2013 14:55:05 UTC",38.8120,-122.8223,1.7,2.20,52,"Northern California"
ak,10675759,2,"Sunday, March 17, 2013 14:53:56 UTC",61.4500,-146.6564,1.1,26.70,19,"Southern Alaska"
nc,71956270,3,"Sunday, March 17, 2013 14:50:01 UTC",39.6257,-120.0123,2.6,4.70,29,"Northern California"
nc,71956240,2,"Sunday, March 17, 2013 14:36:14 UTC",39.6285,-120.0053,1.2,5.70,13,"Northern California"
nc,71070329,2,"Sunday, March 17, 2013 14:05:09 UTC",37.9192,-118.5785,1.0,11.40,15,"Central California"
ci,15307913,2,"Sunday, March 17, 2013 14:00:38 UTC",34.1222,-117.4903,2.0,14.50,128,"Greater Los Angeles area, California"
nn,00406105,1,"Sunday, March 17, 2013 13:32:51 UTC",40.6893,-119.7610,1.8,10.90, 7,"Nevada"
ci,15307905,3,"Sunday, March 17, 2013 13:27:58 UTC",31.9847,-116.3507,2.2,12.30,24,"Baja California, Mexico"
ak,10678236,2,"Sunday, March 17, 2013 13:06:24 UTC",54.4108,-160.8342,1.8,24.80, 9,"Alaska Peninsula"
us,b000fm90,5,"Sunday, March 17, 2013 12:55:19 UTC",14.0113,-93.0132,4.2,40.40,29,"off the coast of Chiapas, Mexico"
ak,10678234,2,"Sunday, March 17, 2013 12:51:02 UTC",57.5956,-154.1522,2.3,14.70,11,"Kodiak Island region, Alaska"
nc,71956200,5,"Sunday, March 17, 2013 12:47:01 UTC",38.8150,-122.7915,1.0,3.20,43,"Northern California"
us,b000fm8x,7,"Sunday, March 17, 2013 12:43:47 UTC",-20.4189,-178.7577,4.3,607.30,139,"Fiji region"
ak,10675726,2,"Sunday, March 17, 2013 12:36:09 UTC",62.8988,-149.5879,1.3,74.60,29,"Central Alaska"
ci,15307865,5,"Sunday, March 17, 2013 12:16:25 UTC",34.1115,-116.7257,3.0,9.10,104,"Southern California"
