Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10678382,2,"Thursday, March 21, 2013 04:06:13 UTC",63.5102,-146.4930,1.6,2.90,41,"Central Alaska"
nm,032113a,A,"Thursday, March 21, 2013 03:58:21 UTC",36.7366,-91.7167,2.0,13.30,17,"southeastern Missouri"
us,b000fq1t,6,"Thursday, March 21, 2013 03:54:01 UTC",12.5967,-87.6658,4.9,85.70,52,"near the coast of Nicaragua"
nc,71957760,3,"Thursday, March 21, 2013 03:31:25 UTC",38.8143,-122.8320,1.4,2.70,46,"Northern California"
ak,10679592,2,"Thursday, March 21, 2013 03:30:47 UTC",63.3109,-151.0515,1.0,16.00,15,"Central Alaska"
ak,10678376,3,"Thursday, March 21, 2013 03:22:14 UTC",51.1734,-179.2161,3.8,22.50,22,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10678375,2,"Thursday, March 21, 2013 03:19:56 UTC",51.5969,-177.4072,1.3,23.40,12,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15310977,2,"Thursday, March 21, 2013 03:17:41 UTC",34.2247,-117.4755,1.0,10.20,27,"Greater Los Angeles area, California"
ak,10678367,2,"Thursday, March 21, 2013 02:40:27 UTC",64.0993,-147.7917,1.0,9.40,28,"Central Alaska"
ci,15310953,2,"Thursday, March 21, 2013 02:31:01 UTC",35.8342,-117.6825,1.3,2.90,38,"Central California"
uw,60511861,2,"Thursday, March 21, 2013 02:27:22 UTC",41.9260,-119.6637,1.8,6.30, 6,"Nevada"
ak,10679588,2,"Thursday, March 21, 2013 02:26:40 UTC",51.3012,-177.8404,1.4,17.80, 9,"Andreanof Islands, Aleutian Islands, Alaska"
us,b000fq2j,6,"Thursday, March 21, 2013 02:23:47 UTC",35.6043,-96.8618,2.3,5.00,11,"Oklahoma"
ak,10678361,2,"Thursday, March 21, 2013 02:11:43 UTC",63.2608,-151.7346,1.6,2.40,30,"Central Alaska"
ci,15310929,3,"Thursday, March 21, 2013 01:39:54 UTC",33.5127,-116.4700,1.1,11.90,69,"Southern California"
ak,10678351,2,"Thursday, March 21, 2013 01:37:47 UTC",51.2948,-178.2136,2.7,25.50,20,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60016487,2,"Thursday, March 21, 2013 01:35:44 UTC",40.7630,-111.9720,1.0,1.70,19,"Wasatch Front Urban Corridor, Utah"
ak,10678347,2,"Thursday, March 21, 2013 01:35:37 UTC",63.3296,-149.3737,1.9,87.50,52,"Central Alaska"
uu,60016462,4,"Thursday, March 21, 2013 01:02:25 UTC",40.7672,-111.9688,1.5,4.30,30,"Wasatch Front Urban Corridor, Utah"
uw,60511851,2,"Thursday, March 21, 2013 01:01:46 UTC",48.0297,-123.4343,1.1,39.30,21,"Olympic Peninsula, Washington"
ci,15310913,2,"Thursday, March 21, 2013 01:00:59 UTC",33.5015,-116.4693,1.2,9.60,60,"Southern California"
ak,10679581,2,"Thursday, March 21, 2013 00:49:35 UTC",63.6118,-149.4493,1.1,109.20,18,"Central Alaska"
ak,10678178,2,"Thursday, March 21, 2013 00:41:17 UTC",61.0355,-152.3549,1.9,113.90,39,"Southern Alaska"
ak,10679579,2,"Thursday, March 21, 2013 00:15:40 UTC",51.7318,-175.5570,1.5,21.50,20,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10678170,3,"Thursday, March 21, 2013 00:11:46 UTC",62.9518,-148.1782,1.1,63.10,22,"Central Alaska"
ak,10678155,2,"Wednesday, March 20, 2013 23:42:52 UTC",64.0248,-147.1528,1.4,5.70,31,"Central Alaska"
uu,60016452,3,"Wednesday, March 20, 2013 23:19:19 UTC",38.8615,-111.3537,1.3,1.40, 5,"Utah"
ak,10678004,3,"Wednesday, March 20, 2013 23:11:35 UTC",52.0087,-173.4133,2.7,51.00,20,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10677990,2,"Wednesday, March 20, 2013 23:06:28 UTC",51.8506,-173.8604,1.9,0.10,13,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10677988,2,"Wednesday, March 20, 2013 23:04:59 UTC",64.9899,-147.3599,1.3,0.00,18,"Central Alaska"
ci,15310761,2,"Wednesday, March 20, 2013 23:03:19 UTC",35.0345,-117.6843,1.5,0.00,16,"Southern California"
ak,10677982,2,"Wednesday, March 20, 2013 22:55:06 UTC",51.5687,-176.6809,1.9,36.50,22,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60016447,2,"Wednesday, March 20, 2013 22:49:18 UTC",40.5343,-111.0808,1.2,10.40,17,"Utah"
nc,71957715,2,"Wednesday, March 20, 2013 22:48:01 UTC",38.8285,-122.8070,1.1,0.80,45,"Northern California"
ak,10677969,2,"Wednesday, March 20, 2013 22:45:26 UTC",60.5104,-141.4746,1.2,5.70,17,"Southern Alaska"
us,b000fpy9,7,"Wednesday, March 20, 2013 22:28:59 UTC",55.5465,-35.0581,5.3,10.00,145,"Reykjanes Ridge"
ak,10677952,2,"Wednesday, March 20, 2013 22:19:17 UTC",62.8084,-149.7725,1.2,68.50,23,"Central Alaska"
nn,00406530,1,"Wednesday, March 20, 2013 22:10:16 UTC",38.0227,-118.0340,1.3,0.00,12,"Nevada"
ak,10677932,2,"Wednesday, March 20, 2013 22:08:09 UTC",61.2825,-146.8512,1.8,14.90,29,"Southern Alaska"
ak,10677927,2,"Wednesday, March 20, 2013 21:56:10 UTC",52.7398,-167.5297,1.9,37.90,13,"Fox Islands, Aleutian Islands, Alaska"
ak,10677924,2,"Wednesday, March 20, 2013 21:53:59 UTC",63.4051,-151.0592,1.1,12.40,22,"Central Alaska"
uu,60016392,4,"Wednesday, March 20, 2013 21:38:23 UTC",40.7668,-111.9670,1.8,5.00,29,"Wasatch Front Urban Corridor, Utah"
ak,10677912,2,"Wednesday, March 20, 2013 21:23:13 UTC",52.1318,-174.2143,1.4,1.00,12,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71957695,2,"Wednesday, March 20, 2013 21:10:00 UTC",37.5748,-118.8230,1.0,9.70,22,"Central California"
ci,15310673,2,"Wednesday, March 20, 2013 21:07:49 UTC",33.0588,-114.9478,1.8,0.00, 5,"Southern California"
ak,10677896,2,"Wednesday, March 20, 2013 21:07:49 UTC",63.4954,-146.4827,1.5,2.80,30,"Central Alaska"
nc,71957690,2,"Wednesday, March 20, 2013 21:07:47 UTC",37.3250,-122.1037,1.7,0.00,17,"San Francisco Bay area, California"
hv,60480456,2,"Wednesday, March 20, 2013 20:54:23 UTC",19.4050,-155.6298,2.6,1.50,33,"Island of Hawaii, Hawaii"
ak,10677885,2,"Wednesday, March 20, 2013 20:53:14 UTC",62.3409,-151.1006,2.0,79.50,54,"Central Alaska"
ak,10677883,2,"Wednesday, March 20, 2013 20:48:31 UTC",61.5537,-141.1358,1.8,6.50,21,"Southern Alaska"
ak,10677876,2,"Wednesday, March 20, 2013 20:45:45 UTC",63.3238,-151.1704,2.0,6.80,38,"Central Alaska"
ak,10677872,2,"Wednesday, March 20, 2013 20:43:11 UTC",63.4955,-146.5955,2.3,8.90,49,"Central Alaska"
ci,15310665,0,"Wednesday, March 20, 2013 20:37:22 UTC",33.5023,-116.4638,1.3,9.30,52,"Southern California"
mb,13464153,2,"Wednesday, March 20, 2013 20:36:32 UTC",44.8208,-112.8928,1.6,6.40,28,"western Montana"
ak,10677867,2,"Wednesday, March 20, 2013 20:30:21 UTC",51.4996,-175.9599,1.3,24.00,18,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10677860,2,"Wednesday, March 20, 2013 20:17:17 UTC",61.4884,-146.2460,1.4,28.30,23,"Southern Alaska"
ak,10679009,2,"Wednesday, March 20, 2013 20:13:41 UTC",63.2243,-150.8133,1.3,124.60,16,"Central Alaska"
ak,10677853,2,"Wednesday, March 20, 2013 20:11:45 UTC",63.5096,-147.7327,1.0,15.30,26,"Central Alaska"
ak,10677854,2,"Wednesday, March 20, 2013 20:11:39 UTC",60.2613,-151.0568,1.7,60.10,29,"Kenai Peninsula, Alaska"
ci,15310625,2,"Wednesday, March 20, 2013 20:04:11 UTC",34.8528,-118.7790,1.3,0.00, 9,"Central California"
ak,10677848,2,"Wednesday, March 20, 2013 20:00:30 UTC",62.0448,-145.1446,1.2,18.10,19,"Central Alaska"
us,b000fpqe,7,"Wednesday, March 20, 2013 19:25:03 UTC",-27.9050,-66.7657,4.8,149.80,38,"Catamarca, Argentina"
ak,10677830,2,"Wednesday, March 20, 2013 19:23:07 UTC",51.4341,-176.9029,1.4,34.90,14,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15310593,2,"Wednesday, March 20, 2013 19:17:19 UTC",33.2860,-116.7783,1.0,13.90,44,"Southern California"
ak,10677791,2,"Wednesday, March 20, 2013 18:32:02 UTC",61.5228,-146.5231,1.2,34.30,16,"Southern Alaska"
uw,60511801,6,"Wednesday, March 20, 2013 18:17:13 UTC",43.6453,-121.3822,1.9,0.00,13,"Oregon"
us,b000fpp8,5,"Wednesday, March 20, 2013 18:16:09 UTC",7.4413,94.0970,4.4,35.00,22,"Nicobar Islands, India region"
ak,10679003,2,"Wednesday, March 20, 2013 18:11:45 UTC",63.6274,-147.4007,1.1,68.40,27,"Central Alaska"
nc,71957650,2,"Wednesday, March 20, 2013 17:57:53 UTC",38.7560,-122.7250,1.1,2.50,30,"Northern California"
ak,10677755,2,"Wednesday, March 20, 2013 17:55:54 UTC",59.8883,-152.8274,2.2,101.90,41,"Southern Alaska"
ak,10679001,2,"Wednesday, March 20, 2013 17:25:38 UTC",60.3247,-153.4826,2.2,163.80,36,"Southern Alaska"
us,b000fpmu,6,"Wednesday, March 20, 2013 17:21:56 UTC",51.4714,-130.2469,4.1,11.30,72,"Queen Charlotte Islands, Canada region"
us,b000fpmx,5,"Wednesday, March 20, 2013 17:18:10 UTC",-31.8848,-177.5078,4.9,30.10,32,"Kermadec Islands region"
ci,15310481,2,"Wednesday, March 20, 2013 17:03:06 UTC",34.6280,-117.1113,1.9,0.00,31,"Southern California"
us,2013mzax,5,"Wednesday, March 20, 2013 16:53:34 UTC",-6.8816,127.1947,4.3,414.70,27,"Banda Sea"
ci,15310449,0,"Wednesday, March 20, 2013 16:37:10 UTC",36.1115,-117.9215,1.4,8.70,16,"Central California"
ak,10677714,2,"Wednesday, March 20, 2013 16:34:28 UTC",63.5002,-147.8702,1.1,1.40,28,"Central Alaska"
us,2013mzav,7,"Wednesday, March 20, 2013 16:24:36 UTC",6.6175,-72.7745,4.4,170.30,70,"northern Colombia"
ci,15310433,5,"Wednesday, March 20, 2013 16:22:39 UTC",34.0150,-118.2090,2.8,14.90,106,"Greater Los Angeles area, California"
ci,15310401,3,"Wednesday, March 20, 2013 15:38:02 UTC",33.5150,-116.4775,1.4,11.50,33,"Southern California"
ci,15310393,2,"Wednesday, March 20, 2013 15:26:24 UTC",33.5117,-116.4578,1.0,7.90,33,"Southern California"
ak,10677672,3,"Wednesday, March 20, 2013 15:16:55 UTC",63.3232,-151.0499,2.9,15.40,42,"Central Alaska"
ak,10677670,3,"Wednesday, March 20, 2013 15:16:31 UTC",63.3163,-151.1112,2.8,13.40,26,"Central Alaska"
ak,10677666,2,"Wednesday, March 20, 2013 15:14:00 UTC",63.5079,-146.4899,1.7,5.70,38,"Central Alaska"
ak,10677658,2,"Wednesday, March 20, 2013 15:02:48 UTC",63.1982,-150.4548,2.3,105.70,56,"Central Alaska"
ak,10677656,2,"Wednesday, March 20, 2013 15:00:16 UTC",62.2201,-151.2042,1.5,81.90,33,"Central Alaska"
ak,10678992,2,"Wednesday, March 20, 2013 14:53:34 UTC",63.1705,-149.9132,1.0,91.10,17,"Central Alaska"
ak,10677655,2,"Wednesday, March 20, 2013 14:50:46 UTC",52.0424,-174.0228,2.4,5.10,21,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15310369,2,"Wednesday, March 20, 2013 14:40:57 UTC",32.1188,-115.1585,2.4,10.00,11,"Baja California, Mexico"
ci,15310353,3,"Wednesday, March 20, 2013 14:19:33 UTC",33.5143,-116.4742,1.1,10.60,51,"Southern California"
nc,71957575,2,"Wednesday, March 20, 2013 14:12:22 UTC",37.5612,-118.8770,1.1,5.20,25,"Central California"
ak,10677642,2,"Wednesday, March 20, 2013 14:07:42 UTC",62.6873,-150.3501,1.4,78.70,30,"Central Alaska"
us,b000fpj7,9,"Wednesday, March 20, 2013 14:02:30 UTC",-22.0247,-179.4913,5.1,599.10,302,"south of the Fiji Islands"
ci,15310313,2,"Wednesday, March 20, 2013 13:59:41 UTC",35.0882,-118.7478,1.2,9.30,13,"Central California"
ak,10677638,2,"Wednesday, March 20, 2013 13:56:39 UTC",64.4917,-141.1005,1.2,9.10,12,"Central Alaska"
ak,10677632,2,"Wednesday, March 20, 2013 13:47:56 UTC",62.1067,-145.2304,1.7,18.70,31,"Central Alaska"
nc,71957565,3,"Wednesday, March 20, 2013 13:42:13 UTC",37.7548,-122.5758,1.7,6.80,58,"offshore Northern California"
ci,15310297,2,"Wednesday, March 20, 2013 13:25:19 UTC",35.6418,-118.3037,1.2,9.20,17,"Central California"
pr,13079001,0,"Wednesday, March 20, 2013 12:58:45 UTC",18.2329,-68.4785,3.0,157.00, 7,"Mona Passage, Dominican Republic"
ci,15310273,2,"Wednesday, March 20, 2013 12:57:01 UTC",36.1498,-118.2425,2.0,4.80,35,"Central California"
ak,10677612,2,"Wednesday, March 20, 2013 12:43:15 UTC",64.7058,-147.4570,1.2,2.40,26,"Central Alaska"
ak,10677610,2,"Wednesday, March 20, 2013 12:20:39 UTC",64.4935,-149.4009,1.0,16.10,23,"Central Alaska"
ci,15310249,2,"Wednesday, March 20, 2013 11:52:15 UTC",34.2278,-117.4783,1.2,10.10,36,"Southern California"
ak,10677603,2,"Wednesday, March 20, 2013 11:51:23 UTC",62.2725,-152.0372,1.5,105.90,24,"Central Alaska"
nc,71957540,3,"Wednesday, March 20, 2013 11:51:14 UTC",37.7540,-122.5725,2.5,7.40,142,"offshore Northern California"
ak,10677601,3,"Wednesday, March 20, 2013 11:37:38 UTC",54.2351,-166.2078,1.8,36.60,13,"Fox Islands, Aleutian Islands, Alaska"
ak,10678982,2,"Wednesday, March 20, 2013 11:29:50 UTC",54.1601,-166.1418,2.1,119.60,21,"Fox Islands, Aleutian Islands, Alaska"
us,b000fphj,5,"Wednesday, March 20, 2013 11:18:16 UTC",58.9131,-34.2487,4.6,10.00,20,"Reykjanes Ridge"
ak,10677593,2,"Wednesday, March 20, 2013 11:16:48 UTC",63.5291,-151.2558,1.8,8.50,28,"Central Alaska"
ci,15310241,3,"Wednesday, March 20, 2013 11:06:43 UTC",34.0767,-117.2925,1.2,16.20,40,"Greater Los Angeles area, California"
us,b000fphd,5,"Wednesday, March 20, 2013 11:02:17 UTC",58.3680,-32.0200,4.8,10.00,58,"Reykjanes Ridge"
nc,71957525,3,"Wednesday, March 20, 2013 10:58:40 UTC",35.5555,-120.8513,1.1,5.60,29,"Central California"
us,b000fph4,5,"Wednesday, March 20, 2013 10:55:06 UTC",58.3208,-32.0558,4.6,10.00,44,"Reykjanes Ridge"
us,b000fpgx,7,"Wednesday, March 20, 2013 10:51:39 UTC",58.3702,-31.9909,4.6,10.00,48,"Reykjanes Ridge"
ak,10677579,2,"Wednesday, March 20, 2013 10:51:17 UTC",63.2797,-151.0836,1.8,9.40,31,"Central Alaska"
us,b000fpgr,7,"Wednesday, March 20, 2013 10:44:34 UTC",7.6189,125.9371,4.7,35.50,37,"Mindanao, Philippines"
hv,60480241,4,"Wednesday, March 20, 2013 10:32:06 UTC",19.3390,-155.1345,1.4,7.20,25,"Island of Hawaii, Hawaii"
hv,60480236,1,"Wednesday, March 20, 2013 10:20:40 UTC",19.4053,-155.2777,1.7,0.10,12,"Island of Hawaii, Hawaii"
hv,60480231,1,"Wednesday, March 20, 2013 10:19:58 UTC",19.2148,-155.5242,2.7,9.40,11,"Island of Hawaii, Hawaii"
ak,10678979,2,"Wednesday, March 20, 2013 10:08:34 UTC",63.0525,-150.8697,1.2,108.60,21,"Central Alaska"
pt,13079000,A,"Wednesday, March 20, 2013 10:06:48 UTC",13.0000,-70.0000,1.0,20.00, 9,"Aruba region"
ak,10677573,2,"Wednesday, March 20, 2013 10:04:44 UTC",63.4492,-151.7913,1.0,3.80,21,"Central Alaska"
ak,10677571,2,"Wednesday, March 20, 2013 10:01:01 UTC",63.3185,-145.3999,1.1,10.30,21,"Central Alaska"
pr,13079000,0,"Wednesday, March 20, 2013 09:44:19 UTC",18.7208,-64.9057,2.4,10.00, 3,"Virgin Islands region"
ak,10677567,2,"Wednesday, March 20, 2013 09:04:17 UTC",62.1198,-152.0887,1.7,126.10,35,"Central Alaska"
nn,00406460,1,"Wednesday, March 20, 2013 08:38:42 UTC",38.0115,-118.0765,1.3,7.90, 7,"Nevada"
us,b000fpfk,N,"Wednesday, March 20, 2013 08:04:43 UTC",-20.1050,-176.2640,4.7,225.90,55,"Fiji region"
ci,15310209,4,"Wednesday, March 20, 2013 07:50:17 UTC",33.3448,-116.3550,2.9,13.40,119,"Southern California"
ak,10677555,2,"Wednesday, March 20, 2013 07:38:56 UTC",63.5086,-146.5019,1.6,1.10,33,"Central Alaska"
ak,10677552,2,"Wednesday, March 20, 2013 07:37:02 UTC",63.5168,-146.4979,1.6,1.40,40,"Central Alaska"
ak,10678973,2,"Wednesday, March 20, 2013 07:30:47 UTC",63.0690,-150.6253,1.3,111.20,24,"Central Alaska"
ak,10678972,2,"Wednesday, March 20, 2013 07:18:02 UTC",63.1799,-150.8148,1.3,128.70,21,"Central Alaska"
uu,60016302,4,"Wednesday, March 20, 2013 06:46:00 UTC",37.8745,-113.0378,2.7,12.30,24,"Utah"
ci,15310201,1,"Wednesday, March 20, 2013 06:38:26 UTC",33.6727,-116.7052,1.6,19.00,110,"Southern California"
nc,71957455,2,"Wednesday, March 20, 2013 06:31:09 UTC",35.7323,-121.1188,1.0,7.50,18,"Central California"
nc,71957450,2,"Wednesday, March 20, 2013 06:27:16 UTC",36.6590,-121.2807,1.0,1.60,20,"Central California"
ak,10678971,2,"Wednesday, March 20, 2013 06:11:10 UTC",63.1179,-149.7139,1.0,84.30,14,"Central Alaska"
nc,71957440,2,"Wednesday, March 20, 2013 06:08:07 UTC",38.7830,-122.7237,1.1,2.30,40,"Northern California"
nn,00406453,1,"Wednesday, March 20, 2013 05:56:36 UTC",38.1866,-116.5376,1.3,12.00, 5,"Nevada"
ak,10677541,2,"Wednesday, March 20, 2013 05:56:34 UTC",62.5829,-148.9631,1.5,58.70,40,"Central Alaska"
ak,10677539,2,"Wednesday, March 20, 2013 05:43:12 UTC",63.3321,-144.9767,1.1,12.30,19,"Central Alaska"
ci,15310185,1,"Wednesday, March 20, 2013 05:38:01 UTC",33.9365,-118.7165,1.5,12.90,20,"Channel Islands region, California"
ak,10678965,2,"Wednesday, March 20, 2013 05:30:05 UTC",61.7792,-149.5472,1.1,36.60,27,"Southern Alaska"
ak,10678964,2,"Wednesday, March 20, 2013 05:29:13 UTC",52.1205,-179.9119,2.6,184.00,18,"Andreanof Islands, Aleutian Islands, Alaska"
us,b000fpdz,4,"Wednesday, March 20, 2013 05:21:57 UTC",-11.7759,42.2338,4.7,10.00,20,"Comoros region"
us,b000fpdx,5,"Wednesday, March 20, 2013 05:17:01 UTC",-3.6335,127.4360,4.6,72.60,33,"Seram, Indonesia"
nc,71957415,2,"Wednesday, March 20, 2013 05:11:31 UTC",36.6367,-121.2307,1.2,5.20,22,"Central California"
ak,10677531,2,"Wednesday, March 20, 2013 05:03:58 UTC",63.2827,-151.2114,1.0,11.00,22,"Central Alaska"
ak,10677529,2,"Wednesday, March 20, 2013 04:59:54 UTC",57.7602,-136.5534,2.5,14.80,16,"Southeastern Alaska"
ak,10677523,2,"Wednesday, March 20, 2013 04:57:05 UTC",63.1129,-150.5712,1.7,112.30,44,"Central Alaska"
ak,10677520,2,"Wednesday, March 20, 2013 04:46:33 UTC",59.8328,-151.9420,1.8,61.10,31,"Kenai Peninsula, Alaska"
ak,10677511,2,"Wednesday, March 20, 2013 04:34:21 UTC",62.8869,-150.5258,2.8,92.60,79,"Central Alaska"
ak,10677509,2,"Wednesday, March 20, 2013 04:23:37 UTC",64.2806,-148.2452,1.0,4.30,18,"Central Alaska"
ci,15310129,0,"Wednesday, March 20, 2013 04:23:25 UTC",36.0838,-117.8453,1.4,1.70,29,"Central California"
ak,10677506,2,"Wednesday, March 20, 2013 04:13:28 UTC",66.1351,-149.6135,1.2,19.70,15,"northern Alaska"
nc,71957385,3,"Wednesday, March 20, 2013 04:06:33 UTC",39.6038,-123.3822,1.7,10.20,17,"Northern California"
ak,10678956,2,"Wednesday, March 20, 2013 04:04:07 UTC",55.6427,-134.9386,2.1,20.60,10,"Southeastern Alaska"
nc,71957375,3,"Wednesday, March 20, 2013 03:41:36 UTC",38.7878,-122.7620,2.3,2.00,74,"Northern California"
nc,71957370,3,"Wednesday, March 20, 2013 03:37:45 UTC",39.2410,-120.0905,1.3,9.30,16,"Northern California"
ak,10678955,2,"Wednesday, March 20, 2013 03:23:22 UTC",65.3255,-162.3775,2.5,4.00,10,"northern Alaska"
ci,15310089,1,"Wednesday, March 20, 2013 03:08:46 UTC",34.0100,-117.1718,1.0,2.90,55,"Greater Los Angeles area, California"
ci,15310081,2,"Wednesday, March 20, 2013 03:01:38 UTC",33.9847,-118.2525,1.4,11.90,33,"Greater Los Angeles area, California"
ak,10677494,2,"Wednesday, March 20, 2013 02:48:28 UTC",63.1329,-151.4982,1.3,9.00,22,"Central Alaska"
nc,71957350,2,"Wednesday, March 20, 2013 02:41:36 UTC",38.7663,-122.6970,1.2,2.50,37,"Northern California"
nc,71957345,2,"Wednesday, March 20, 2013 02:14:35 UTC",37.6457,-119.3838,1.1,7.40,12,"Central California"
us,b000fpdb,6,"Wednesday, March 20, 2013 02:10:26 UTC",12.6151,93.5751,4.7,96.70,40,"Andaman Islands, India region"
ak,10677488,2,"Wednesday, March 20, 2013 01:50:37 UTC",62.4077,-149.4457,1.2,57.40,25,"Central Alaska"
ak,10677481,2,"Wednesday, March 20, 2013 01:26:01 UTC",63.3458,-144.9186,1.0,5.10,16,"Central Alaska"
us,b000fpd2,5,"Wednesday, March 20, 2013 00:53:56 UTC",35.7499,95.8846,4.4,9.90,39,"southern Qinghai, China"
nc,71957330,2,"Wednesday, March 20, 2013 00:37:44 UTC",37.6445,-119.3838,1.1,6.30,14,"Central California"
ci,37108956,2,"Wednesday, March 20, 2013 00:33:14 UTC",34.0323,-117.2465,1.1,16.70,45,"Greater Los Angeles area, California"
nc,71957615,4,"Wednesday, March 20, 2013 00:26:35 UTC",37.6450,-119.3807,1.1,7.10,14,"Central California"
us,b000fpcu,6,"Wednesday, March 20, 2013 00:25:01 UTC",52.8620,-167.7425,4.4,35.40,87,"Fox Islands, Aleutian Islands, Alaska"
uu,60016287,4,"Wednesday, March 20, 2013 00:20:56 UTC",44.3040,-111.0048,1.1,10.20,11,"Yellowstone National Park, Wyoming"
ak,10677458,2,"Wednesday, March 20, 2013 00:20:27 UTC",63.4657,-146.4511,1.1,11.80,23,"Central Alaska"
nc,71957320,3,"Wednesday, March 20, 2013 00:00:16 UTC",38.8227,-122.8238,1.1,3.20,43,"Northern California"
ak,10677439,2,"Tuesday, March 19, 2013 23:50:47 UTC",63.9458,-148.7755,1.8,0.00,32,"Central Alaska"
nc,71957310,0,"Tuesday, March 19, 2013 23:49:18 UTC",38.8232,-122.7618,1.0,2.20,12,"Northern California"
uw,60511706,1,"Tuesday, March 19, 2013 23:47:39 UTC",48.3773,-122.3855,1.1,14.30,22,"Washington"
ci,15309993,1,"Tuesday, March 19, 2013 23:40:44 UTC",33.5070,-116.4450,1.4,12.60,52,"Southern California"
us,b000fpby,8,"Tuesday, March 19, 2013 23:28:27 UTC",1.5459,124.3037,4.7,226.70,50,"Minahasa, Sulawesi, Indonesia"
ak,10677408,2,"Tuesday, March 19, 2013 23:20:18 UTC",63.5051,-146.4654,1.3,4.70,24,"Central Alaska"
nn,00406440,1,"Tuesday, March 19, 2013 23:16:44 UTC",38.2586,-116.4123,1.6,0.00, 5,"Nevada"
ak,10677394,2,"Tuesday, March 19, 2013 23:07:58 UTC",60.1657,-152.9399,2.4,100.10,51,"Southern Alaska"
nn,00406439,1,"Tuesday, March 19, 2013 23:02:36 UTC",38.0311,-118.0603,1.2,9.80,14,"Nevada"
ci,15309961,1,"Tuesday, March 19, 2013 23:00:30 UTC",33.4985,-116.4545,1.6,11.90,85,"Southern California"
ak,10678074,2,"Tuesday, March 19, 2013 22:40:09 UTC",62.7228,-150.6600,1.2,87.90,17,"Central Alaska"
ci,15309929,2,"Tuesday, March 19, 2013 22:37:37 UTC",34.0818,-117.9707,1.3,11.40,24,"Greater Los Angeles area, California"
ci,15309913,2,"Tuesday, March 19, 2013 22:30:36 UTC",33.4972,-116.4710,1.3,9.40,71,"Southern California"
ak,10677361,2,"Tuesday, March 19, 2013 22:11:27 UTC",62.9274,-149.3472,1.1,74.80,23,"Central Alaska"
ak,10678071,2,"Tuesday, March 19, 2013 21:58:22 UTC",56.0066,-160.9164,2.3,146.00,12,"Alaska Peninsula"
nc,71957275,2,"Tuesday, March 19, 2013 21:56:19 UTC",41.2900,-123.4545,2.5,37.20,20,"Northern California"
ak,10677339,2,"Tuesday, March 19, 2013 21:54:38 UTC",61.7910,-151.9253,2.3,104.80,64,"Southern Alaska"
us,b000fp8v,5,"Tuesday, March 19, 2013 21:24:53 UTC",16.9920,145.6016,4.8,236.50,42,"Anatahan region, Northern Mariana Islands"
us,b000fp74,7,"Tuesday, March 19, 2013 21:09:50 UTC",51.5261,16.1000,4.7,1.00,12,"Poland"
uu,60016267,4,"Tuesday, March 19, 2013 20:59:31 UTC",44.3525,-110.8690,1.5,8.30, 8,"Yellowstone National Park, Wyoming"
us,b000fp6e,6,"Tuesday, March 19, 2013 20:52:07 UTC",-6.6716,148.4214,4.8,43.80,29,"New Britain region, Papua New Guinea"
ci,15309849,5,"Tuesday, March 19, 2013 20:50:24 UTC",34.0512,-116.5967,1.0,6.90,29,"Southern California"
us,b000fp64,I,"Tuesday, March 19, 2013 20:50:15 UTC",19.4187,-69.4033,3.6,61.00,19,"Dominican Republic region"
nc,71957230,3,"Tuesday, March 19, 2013 20:48:04 UTC",38.7787,-122.7583,1.5,1.50,47,"Northern California"
ci,15309833,2,"Tuesday, March 19, 2013 20:39:50 UTC",32.7530,-115.4323,2.2,11.70,43,"Southern California"
ak,10677241,2,"Tuesday, March 19, 2013 20:31:31 UTC",59.2775,-154.0338,2.4,10.80,26,"Southern Alaska"
ak,10677234,2,"Tuesday, March 19, 2013 20:24:10 UTC",64.8994,-151.0487,1.7,16.20,24,"Central Alaska"
us,b000fp4r,6,"Tuesday, March 19, 2013 20:23:42 UTC",46.0899,150.5221,4.7,101.20,96,"Kuril Islands"
ci,15309817,2,"Tuesday, March 19, 2013 20:16:00 UTC",32.7430,-115.4338,1.5,6.90,22,"Southern California"
ak,10678066,2,"Tuesday, March 19, 2013 20:14:15 UTC",63.0823,-149.3699,1.1,79.10,22,"Central Alaska"
ak,10677171,2,"Tuesday, March 19, 2013 20:10:10 UTC",60.0755,-148.1186,1.8,11.30,29,"Kenai Peninsula, Alaska"
ak,10677157,2,"Tuesday, March 19, 2013 20:06:55 UTC",63.2484,-150.6040,1.4,131.20,23,"Central Alaska"
us,b000fp2c,5,"Tuesday, March 19, 2013 19:50:12 UTC",3.6667,126.8741,4.5,41.10,53,"Kepulauan Talaud, Indonesia"
nc,71957205,2,"Tuesday, March 19, 2013 19:39:45 UTC",38.8173,-122.8203,1.1,2.70,42,"Northern California"
